,name,url,year,text,cast,genre,director
104,Gorkha Protector,https://www.imdb.com/title/tt1692333/?ref_=sr_t_105,2012,"The martial arts sensation, Shuny Bee, strikes the city of Kathmandu as the Gorkha Protector, to stop the human trafficking of young innocent girls. Although it is a fiction movie, it is based on what is happening in real life situations for a long time in country of Nepal. He pledges to bring an end to this evil vice that has plagued his hometown. His dedication, determination and discipline play an important role to take down the gang lord of the trade market and bring peace and harmony to the city. An action packed drama for human rights with no wires, no animation, and no special effects!","'shuny bee', 'robert madrigal'",action,akashadhikari
105,Mr. Jholay,https://www.imdb.com/title/tt7305634/?ref_=sr_t_106,2018,A unknower (Dayahang Rai) acounters a lot of unknown stuff to him than he starts visit them with his friends while in the journey he starts to began a relationship.,"'dayahang rai', 'deeya pun'","drama, romance",rambabugurung
106,Aama,https://www.imdb.com/title/tt1999819/?ref_=sr_t_107,1964,"After the dead of his birth mother, the person who joined foreign army for money stays behind in his country to serve his motherland.","'shiva shankar', 'bhubhan chand'","action, drama",hirasinghkhatri
107,Behuli,https://www.imdb.com/title/tt8505114/?ref_=sr_t_108,1989,missing,"'prakash adhikari', 'sunita khadka'","drama, romance",shambhupradhan
108,Himmat,https://www.imdb.com/title/tt8359454/?ref_=sr_t_109,2008,missing,"'biraj bhatta', 'hemanta budhathoki'",drama,deepakshrestha
109,Saanghuro,https://www.imdb.com/title/tt3768406/?ref_=sr_t_110,2013,A portrayal of the everyday struggles faced by a newly married couple in a slum in urban Nepal.,"'shushank mainali', 'deeya maskey'",drama,joespandey
110,Numafung,https://www.imdb.com/title/tt0304487/?ref_=sr_t_111,2001,"The film highlights the changing lives and ways of the Limbu people, an ethnic minority residing in rural eastern Nepal. It is a story of a young Limbu girl's struggle with cultural traditions, the impact of local medical practices on her life, and the effect of her actions on her community. The struggles of Numa, the young girl, represent the lives of many other young Nepali women, torn between fulfilling her desires and cultural traditions.","'anupama subba', 'niwahangwa limbu'",drama,nabinsubba
111,Mayank- Nepali Movie,https://www.imdb.com/title/tt14632782/?ref_=sr_t_112,missing,"Welcome to Gboard clipboard, any text that you copy will be saved here.","'reliza shrestha', 'sushil uprety'",romance,romimanandhar
112,Jai Ho,https://www.imdb.com/title/tt28867816/?ref_=sr_t_113,2023,"Sajina is in her 20s and beside belonging to a wealthy family, she isn't happy. Having parents always fighting with each other she never received proper care and love from them and so she always wishes to run away from everything. Sajina never has a proper goal in life and after a recent heart break she drunkenly decides to run away and on this journey she happens to meet a couple traveling for their upcoming wedding with a cameraman 'Jay' who is also in his 20s and is full of life. On this journey, with the help of Jay, Sajina finds the meaning of love and care. Jay makes her smile again and helps her to be happy leaving the past behind. The good friendship soon starts to turn into something special and they both go along with it not realizing themselves. The happiness soon takes a turn when Sajina's ex boyfriend, Ashok, returns looking for her. Conflict starts between Jay and Ashok which soon arises rivalry between them. Sajina has her trouble with herself and this rivalry gets her caught in between them. Finally a day comes when she has to choose between her past life and the new friends that she made on the way.","'keki adhikari', 'nisha adhikari'","action, comedy, drama",tekpaurakhirai
113,Lakhey,https://www.imdb.com/title/tt22462224/?ref_=sr_t_114,2022,"Sameer Maharjan, born in a family Lakhey, is a bank manager. He regards Lakhey as Lord Indra and the protector of the community. His professional and family life is ruined as he gets trapped in the bank fraud case. Then he devises an increasingly perilous series of revenge tactics.","'aaryan adhikari', 'sachin adhikari'","action, thriller",samratbasnet
114,Ghar,https://www.imdb.com/title/tt13369480/?ref_=sr_t_115,2019,missing,"'surakshya panta', 'arpan thapa'",horror,arpanthapa
115,Acharya,https://www.imdb.com/title/tt2055577/?ref_=sr_t_116,2011,"A journey of a singer (Bhakta Raj Acharya) who grew up in an extreme poverty without father. his chances of achieving his dream of becoming a singer was slim to none, under the circumstances he was in. But, he over came all the obstacles and became one of the greatest singers of Nepal, just find his destiny waiting for him with a different plan. Because of fast spreading tumor in his tongue, he had to choose between his tongue and his life. Bhakta's tragic musical journey is picked up by his two sons from the point where he left off. He still lives in Kathmandu with his wife, sons, daughter in law and grand child.","'satya raj acharya', 'aruna karki'","biography, drama, music",prashantrasaily
116,Jatrai Jatra,https://www.imdb.com/title/tt8881326/?ref_=sr_t_117,2019,The story begins from where it was ended in part 1. The three guys got out from the jail after serving three years of sentencing and they part their ways but they again fall in trap of greed. This time it is about a gold. There are many twist and turns.,"'bipin karki', 'barsha raut'",comedy,pradeepbhattarai
117,Dakshina,https://www.imdb.com/title/tt0305406/?ref_=sr_t_118,1993,A story about the life of a teacher who always preaches his students to be a good person in life.,"'tulsi ghimire', 'bhuwan k.c.'","drama, romance",tulsighimire
118,Prasad 2,https://www.imdb.com/title/tt27169455/?ref_=sr_t_119,2023,"After 12 years of fleeing from the village to the city after losing to the society, a couple who had an intercast love relationship returned to the village with their 9 year old son. Now he has to face the society.","'keki adhikari', 'bipin karki'",drama,sudarshanthapa
119,Nai Nabhannu La 2,https://www.imdb.com/title/tt8677256/?ref_=sr_t_120,2014,missing,"'sugyani bhattarai', 'priyanka karki'",romance,bikashrajacharya
120,Kanyadaan,https://www.imdb.com/title/tt6722122/?ref_=sr_t_121,1991,A doctor who came to a village falls in love with a widow.,"'bhuwan k.c.', 'gauri malla'",drama,prakashthapa
121,Gangster Blues,https://www.imdb.com/title/tt7254868/?ref_=sr_t_122,2017,In this corrupted world Youth have a lot of reasons to turn into criminals but when you have someone special you love there will be much more consequences that needs to be faced.Story revolves around two protagonists.,"'aashirman d.s. joshi', 'anna sharma'","action, crime, romance",hemrajbc
122,Muglan,https://www.imdb.com/title/tt8374226/?ref_=sr_t_123,2005,"Three friends decide to leave their home country in the hopes of making money. However, things do not go as expected, and they end up there unsure of what to do.","'dilip rayamajhi', 'ramit dhungana'",drama,shivaregmi
123,Swarga,https://www.imdb.com/title/tt8494934/?ref_=sr_t_124,1994,missing,"'subhadra adhikari', 'gauri malla'",drama,shambhupradhan
124,Talakjung vs Tulke,https://www.imdb.com/title/tt3342558/?ref_=sr_t_125,2014,"Tulké is a day-laborer in a Nepalese mountain village. He struggles to reclaim his lost aristocratic identity, while a violent revolution disrupts every aspect of village life.","'khagendra lamichhane', 'dayahang rai'","action, drama",nischalbasnet
125,Manakamana,https://www.imdb.com/title/tt3103326/?ref_=sr_t_126,2013,A documentary about a group of pilgrims who travel to Nepal to worship at the legendary Manakamana temple.,"'chabbi lal gandharba', 'anish gandharba'",documentary,stephaniespray
126,Jwai Saab,https://www.imdb.com/title/tt34552660/?ref_=sr_t_127,2024,"A man, frustrated with his single life, enters a competition to win a wife along with her property.","'jitu nepal', 'niti shah'",drama,basantniraula
127,Loot 2,https://www.imdb.com/title/tt6329870/?ref_=sr_t_128,2017,"The 4 gang members, who were framed in the bank robbery, now escape from the prison. While they look for revenge with Haku Kale, Haku has his own plan of robbing next bank.","'saugat malla', 'dayahang rai'","action, crime, drama",nischalbasnet
128,Nai Nabhannu La 6,https://www.imdb.com/title/tt27459113/?ref_=sr_t_129,2023,"Shishir (Ashirwad Chhetri) is a skilled cinema actor who enjoys performing action parts. He has a daughter, Ditya (Avelina Khadka), with whom he spends a lot of his after-work time. Shishir has always loved and cared for his child, Ditya, who has never gotten affection from her mother. The father- daughter team admired one another. Ditya's birthday has arrived, and her father is still not home, which makes her very upset. When her father arrives home, he wishes her a happy birthday, drives her to school, and promises to take her to one of the finest restaurants to celebrate. On the drive, Ditya asks Shishir about her mother, but he terminates the subject by saying that he will illustrate it later. After school, they go to a restaurant to celebrate their birthday.","'keki adhikari', 'ashirwad b chhetri'",romance,bikashrajacharya
129,Love You Baba,https://www.imdb.com/title/tt5954644/?ref_=sr_t_130,2014,Nepali movie 'Love You Baba' is an unique movie in the world - directed by an 8-years-old director. The director win the World Record an being the youngest film director in the world.,"'anmol agrawal', 'surendra basel'",drama,saugatbista
130,Jai Bhole,https://www.imdb.com/title/tt8289002/?ref_=sr_t_131,2018,Friendship between two people and love.,"'khagendra lamichhane', 'saugat malla'",comedy,ashoksharma
131,Panchayat,https://www.imdb.com/title/tt7983428/?ref_=sr_t_132,2017,Based in Nepalese panchayat system.,"'neeta dhungana', 'saroj khanal'","drama, history",shivamadhikari
132,Love Station,https://www.imdb.com/title/tt9812236/?ref_=sr_t_133,2019,missing,"'siru bista', 'ramesh budathoki'","drama, romance",ujwalghimire
133,Balidaan,https://www.imdb.com/title/tt6566022/?ref_=sr_t_134,1997,Story of people's democratic fight against the Panchayat System that prevailed in Nepal.,"'hari bansha acharya', 'anjana shrestha'",drama,tulsighimire
134,Darpan Chhaya,https://www.imdb.com/title/tt1161732/?ref_=sr_t_135,2001,Two friends involve with same girl which eventually deteriorate their friendship.,"'dilip rayamajhi', 'niruta singh'","drama, musical, romance",tulsighimire
135,Chiso Maanchhe,https://www.imdb.com/title/tt21274740/?ref_=sr_t_136,2022,A driver takes the wife and father of a dead man back to their hometown to burry the body,"'arpan thapa', 'swastima khadka'",,dipendrak.khanal
136,Hostel 3,https://www.imdb.com/title/tt34380081/?ref_=sr_t_137,missing,missing,"'kedar ghimire', 'sama parajuli'",drama,sashankandel
137,Simarekha,https://www.imdb.com/title/tt8364656/?ref_=sr_t_138,1997,Story of Liglig people and their battle against Neighbouring State.,"'laxmi giri', 'sudhanshu joshi'","drama, history",kishorrana
138,Nai Nabhannu La 5,https://www.imdb.com/title/tt8673950/?ref_=sr_t_139,2018,"From young age Neer (Anubhav Regmi) and Anjana(Sedrina Sharma) were in love however Anjana dies at young age. Than after many years later Anjana's twin sister falls in love with older Neer, however Neer isn't interested in her.","'keki adhikari', 'priyanka karki'","drama, romance",bikashrajacharya
139,Devi,https://www.imdb.com/title/tt32058630/?ref_=sr_t_140,2024,"Devi's life was upended when she was arrested during Nepal's civil war accused of rebellion, tortured and raped while in custody. She faced depression and isolation. Despite this Devi joined rebel forces and became member of parliament.",'subina shrestha',documentary,subinashrestha
140,Masaan,https://www.imdb.com/title/tt2166508/?ref_=sr_t_141,2011,"Based on a play by Gopal Prasad Rimal, It portrays social conflicts and women's demand for social justice during the Rana regime.","'keki adhikari', 'raj ballav koirala'",drama,neerbikramshah
141,Maya Namara,https://www.imdb.com/title/tt0314362/?ref_=sr_t_142,2002,missing,"'sohail bisht', 'sanjeev bisht'",,madanghimire
142,Prem Geet,https://www.imdb.com/title/tt6705126/?ref_=sr_t_143,2016,"Prem and Geet meet each other on the way to Kagbeni. Geet escaped from home because of her grandmother's continuous insistence to marry. Prem was on the way due to his personal deeds, but he was too pressurized to marry. Both fakes their marriage to get rid of continuous insistence, but ultimately fall in love then after. But their fake marriage creates problems and ultimately they are separated from each other. Both try to convince their parents, but fails.geet decided to die and she meet with prem .at last geet sucide and prem also decided to die .","'pradeep khadka', 'pooja sharma'",romance,sudarshanthapa
143,Love Diaries,https://www.imdb.com/title/tt11724834/?ref_=sr_t_144,2020,missing,"'bishwojit rimal', 'sushil shrestha'","comedy, romance",sauravchaudhary
